srcIata,dstIata, flights ,stage, duration 
DME,ADD, <1 ,3200,7
DSN,KMG, <1 ,1096,2
DWC,LED, <1 ,2688,6
DWC,VKO, <1 ,2302,5
DXJ,PKX, <1 ,855,2
FAO,BGY, <1 ,1092,2
FNC,BER, <1 ,2031,5
GOX,BDQ, <1 ,456,1
GVA,PEK, <1 ,5110,11
IAD,CMN, <1 ,3830,9
INC,YNT, <1 ,797,2
KMG,DSN, <1 ,1096,2
LED,DWC, <1 ,2688,6
LGW,PVK, <1 ,1321,3
LGW,SCQ, <1 ,689,2
LTN,AGA, <1 ,1556,3
LYS,TIA, <1 ,791,2
MDW,BJX, <1 ,1641,4
MEX,MGA, <1 ,994,2
MGA,MEX, <1 ,994,2
MSK,VVC, <1 ,147,1
MSP,TVC, <1 ,375,1
NTE,SXB, <1 ,440,1
ORY,SPU, <1 ,758,2
PEK,GVA, <1 ,5110,11
PKX,DXJ, <1 ,855,2
RMQ,PQC, <1 ,1459,3
SHJ,SPX, <1 ,1541,3
SPU,ORY, <1 ,758,2
STN,AAR, <1 ,521,1
SXB,NTE, <1 ,440,1
SZX,KTI, <1 ,973,2
TIA,LYS, <1 ,791,2
TLL,BRU, <1 ,991,2
TSN,LLV, <1 ,351,1
TVC,MSP, <1 ,375,1
URC,JGN, <1 ,626,1
VKO,DWC, <1 ,2302,5
WAW,BSL, <1 ,677,2
YGW,YKU, <1 ,112,1
YNT,INC, <1 ,797,2
ACC,JNB, <1 ,2897,6
ADD,DAC, <1 ,3553,8
ALF,KKN, <1 ,157,1
AYT,BLL, <1 ,1648,4
BEG,EIN, <1 ,826,2
BEY,ORY, <1 ,1986,4
BGY,CRA, <1 ,700,2
BJF,HFT, <1 ,134,1
BOM,JLG, <1 ,221,1
BRU,TLL, <1 ,991,2
BUD,BLQ, <1 ,433,1
BVG,ALF, <1 ,144,1
CAG,KRK, <1 ,914,2
CFR,MRS, <1 ,480,1
CRA,BGY, <1 ,700,2
CTA,GVA, <1 ,761,2
DBV,IST, <1 ,547,1
DEN,YQR, <1 ,730,2
DXJ,NGB, <1 ,727,2
EIN,BEG, <1 ,826,2
ELQ,KWI, <1 ,327,1
GOI,LKO, <1 ,905,2
GVA,CTA, <1 ,761,2
HAH,NBO, <1 ,826,2
HEL,SPU, <1 ,1217,3
HLH,YIE, <1 ,134,1
IDR,SHJ, <1 ,1294,3
IND,SFB, <1 ,808,2
IST,DBV, <1 ,547,1
JIC,XIY, <1 ,455,1
JLG,BOM, <1 ,221,1
JNB,ACC, <1 ,2897,6
KEF,YVR, <1 ,3544,8
KHN,SWA, <1 ,368,1
KHV,YKS, <1 ,961,2
KJI,URC, <1 ,299,1
KRK,CAG, <1 ,914,2
KSC,STN, <1 ,953,2
KWI,ELQ, <1 ,327,1
KWL,JHG, <1 ,626,1
LAX,ZCL, <1 ,1220,3
LIN,STR, <1 ,224,1
LLV,TSN, <1 ,351,1
MNS,NLA, <1 ,123,1
MRS,CFR, <1 ,480,1
NBO,HAH, <1 ,826,2
NCE,STN, <1 ,654,1
NGB,DXJ, <1 ,727,2
NLA,MNS, <1 ,123,1
ORV,IAN, <1 ,19,1
ORY,BEY, <1 ,1986,4
PQC,RMQ, <1 ,1459,3
PUJ,ORY, <1 ,4395,10
SFB,IND, <1 ,808,2
SHE,YIW, <1 ,874,2
SHJ,IDR, <1 ,1294,3
SKD,AER, <1 ,1419,3
SPU,HEL, <1 ,1217,3
STN,KSC, <1 ,953,2
STN,NCE, <1 ,654,1
STR,LIN, <1 ,224,1
TUN,BCN, <1 ,534,1
URC,KJI, <1 ,299,1
XIY,JIC, <1 ,455,1
YIE,HLH, <1 ,134,1
YIW,SHE, <1 ,874,2
YVR,KEF, <1 ,3544,8
ZCL,LAX, <1 ,1220,3
ZTH,BHX, <1 ,1490,3
AER,SKD, <1 ,1419,3
AGP,FMM, <1 ,1083,2
ALC,TTU, <1 ,322,1
AMS,BFS, <1 ,481,1
AMS,XMN, <1 ,5804,13
BFS,AMS, <1 ,481,1
BFS,REU, <1 ,993,2
BGW,MCT, <1 ,1069,2
BJA,MRS, <1 ,461,1
BLQ,BUD, <1 ,433,1
BLV,PGD, <1 ,921,2
BOD,VCE, <1 ,639,1
CGD,HGH, <1 ,533,1
CNN,FJR, <1 ,1548,3
DAT,SJW, <1 ,145,1
DNH,YZY, <1 ,334,1
DXB,KUF, <1 ,1968,4
EDI,NCE, <1 ,969,2
FJR,CNN, <1 ,1548,3
FMM,AGP, <1 ,1083,2
FMM,TSR, <1 ,546,1
FWA,PGD, <1 ,986,2
GRX,TFN, <1 ,944,2
HAM,VAR, <1 ,1085,2
HGH,CGD, <1 ,533,1
IAD,LOS, <1 ,5442,12
IFU,MLE, <1 ,109,1
KUT,SKG, <1 ,1030,2
LOS,IAD, <1 ,5442,12
LTN,RMU, <1 ,973,2
MRS,BJA, <1 ,461,1
MUX,MCT, <1 ,929,2
NCE,EDI, <1 ,969,2
NMA,JED, <1 ,2313,5
NTG,SJW, <1 ,556,1
PGD,BLV, <1 ,921,2
PGD,FWA, <1 ,986,2
REU,BFS, <1 ,993,2
RMF,FCO, <1 ,1692,4
RMU,LTN, <1 ,973,2
SCQ,LGW, <1 ,689,2
SJW,DAT, <1 ,145,1
SJW,NTG, <1 ,556,1
SKG,KUT, <1 ,1030,2
SVX,HKT, <1 ,3914,9
TFN,GRX, <1 ,944,2
TFU,DNH, <1 ,877,2
TSR,FMM, <1 ,546,1
TTU,ALC, <1 ,322,1
VAR,HAM, <1 ,1085,2
VCE,BOD, <1 ,639,1
XMN,AMS, <1 ,5804,13
YQR,DEN, <1 ,730,2
YZY,DNH, <1 ,334,1
ABE,MYR, <1 ,518,1
ALC,BER, <1 ,1185,3
ALG,GVA, <1 ,675,2
ATQ,SIN, <1 ,2826,6
BAV,PEK, <1 ,352,1
BER,ALC, <1 ,1185,3
BLL,AYT, <1 ,1648,4
BOD,FRA, <1 ,564,1
BVA,POZ, <1 ,675,2
CDG,MCT, <1 ,3470,8
CGQ,URC, <1 ,1889,4
CRL,CTA, <1 ,1039,2
CRL,RBA, <1 ,1267,3
CTA,CRL, <1 ,1039,2
DAL,SEA, <1 ,1670,4
DNH,TFU, <1 ,877,2
DOH,DAR, <1 ,2362,5
DOY,HRB, <1 ,679,2
FMM,KRK, <1 ,456,1
FRA,BOD, <1 ,564,1
GVA,ALG, <1 ,675,2
HFA,PFO, <1 ,197,1
HRB,DOY, <1 ,679,2
ILM,MCO, <1 ,450,1
JRO,DOH, <1 ,2201,5
KRK,FMM, <1 ,456,1
KUF,DXB, <1 ,1968,4
KWE,WHA, <1 ,785,2
LJG,XFN, <1 ,800,2
LOS,JNB, <1 ,2804,6
LRD,MTY, <1 ,128,1
MAO,TFF, <1 ,321,1
MAR,PMV, <1 ,537,1
MCO,ILM, <1 ,450,1
MCT,CDG, <1 ,3470,8
MCT,MHD, <1 ,875,2
MCT,MUX, <1 ,929,2
MEL,HAN, <1 ,4780,11
MHD,MCT, <1 ,875,2
MRU,TNR, <1 ,674,1
MTY,LRD, <1 ,128,1
MYR,ABE, <1 ,518,1
PEK,BAV, <1 ,352,1
PMV,MAR, <1 ,537,1
PMV,PZO, <1 ,198,1
POZ,BVA, <1 ,675,2
RAK,SVQ, <1 ,418,1
RBA,CRL, <1 ,1267,3
SEA,DAL, <1 ,1670,4
SEK,YKS, <1 ,794,2
SIN,ATQ, <1 ,2826,6
STR,TIA, <1 ,718,2
SVO,CXR, <1 ,4834,11
SVQ,RAK, <1 ,418,1
SVX,SSH, <1 ,2371,5
SYD,HAN, <1 ,4828,11
TAS,XIY, <1 ,2184,5
TFF,MAO, <1 ,321,1
TIA,STR, <1 ,718,2
TNR,MRU, <1 ,674,1
URC,CGQ, <1 ,1889,4
WHA,KWE, <1 ,785,2
WUX,XFN, <1 ,496,1
XFN,LJG, <1 ,800,2
XFN,WUX, <1 ,496,1
XIY,TAS, <1 ,2184,5
YGL,YPX, <1 ,443,1
YKS,SEK, <1 ,794,2
AES,GDN, <1 ,720,2
ARN,VHM, <1 ,346,1
BCN,HAJ, <1 ,850,2
BZO,HAM, <1 ,499,1
DEL,YUL, <1 ,7017,16
EVN,KUF, <1 ,961,2
FAI,AET, <1 ,183,1
GDN,AES, <1 ,720,2
GIG,MAD, <1 ,5047,11
HAJ,BCN, <1 ,850,2
HAM,BZO, <1 ,499,1
HAM,NCE, <1 ,700,2
HAN,MEL, <1 ,4780,11
HAN,SYD, <1 ,4828,11
HEL,LGW, <1 ,1159,3
HVN,USA, <1 ,587,1
KQH,LKO, <1 ,375,1
KUF,EVN, <1 ,961,2
LGW,HEL, <1 ,1159,3
LIS,TFS, <1 ,855,2
LKO,KQH, <1 ,375,1
LPA,MXP, <1 ,1798,4
MAD,GIG, <1 ,5047,11
MAN,SID, <1 ,2760,6
MAN,YYZ, <1 ,3434,8
MXP,SPX, <1 ,1607,4
NCE,HAM, <1 ,700,2
PFO,HFA, <1 ,197,1
PHL,PLS, <1 ,1259,3
PLS,PHL, <1 ,1259,3
PNK,SRG, <1 ,474,1
PRG,SOF, <1 ,671,1
SID,MAN, <1 ,2760,6
SIN,YVR, <1 ,7965,18
SOF,PRG, <1 ,671,1
SPX,MXP, <1 ,1607,4
SRG,PNK, <1 ,474,1
TFS,LIS, <1 ,855,2
TFU,XIC, <1 ,209,1
USA,HVN, <1 ,587,1
VHM,AJR, <1 ,102,1
XIC,TFU, <1 ,209,1
YUL,DEL, <1 ,7017,16
YYZ,MAN, <1 ,3434,8
ABU,KOE, <1 ,102,1
AGA,LYS, <1 ,1321,3
ATH,KUT, <1 ,1035,2
AUH,LCA, <1 ,1450,3
BCN,LAX, <1 ,6025,13
BCN,ORN, <1 ,417,1
BUF,RSW, <1 ,1144,3
CGN,MXP, <1 ,369,1
CGQ,LFQ, <1 ,919,2
CHS,HOU, <1 ,928,2
CMN,NDR, <1 ,296,1
DWC,SVX, <1 ,2214,5
DXB,MCX, <1 ,1300,3
FRA,UBN, <1 ,4138,9
GAL,HSL, <1 ,69,1
GOX,RQY, <1 ,173,1
HAV,SDQ, <1 ,882,2
HLD,NKG, <1 ,1207,3
HMV,LYC, <1 ,126,1
HOU,CHS, <1 ,928,2
JFK,SVD, <1 ,2041,5
KGS,STN, <1 ,1674,4
KMG,LFQ, <1 ,919,2
KOE,ABU, <1 ,102,1
KUT,ATH, <1 ,1035,2
KZS,RHO, <1 ,83,1
LAX,BCN, <1 ,6025,13
LCA,AUH, <1 ,1450,3
LFQ,CGQ, <1 ,919,2
LFQ,KMG, <1 ,919,2
LTN,RAK, <1 ,1452,3
LYC,HMV, <1 ,126,1
LYS,AGA, <1 ,1321,3
MCX,DXB, <1 ,1300,3
MXP,CGN, <1 ,369,1
NDR,CMN, <1 ,296,1
OAK,RNO, <1 ,180,1
ORK,REU, <1 ,869,2
ORN,BCN, <1 ,417,1
PMI,TFN, <1 ,1329,3
RAK,LTN, <1 ,1452,3
REU,ORK, <1 ,869,2
RHO,KZS, <1 ,83,1
RNO,OAK, <1 ,180,1
RQY,GOX, <1 ,173,1
RSW,BUF, <1 ,1144,3
SID,BRU, <1 ,2800,6
SQD,CAN, <1 ,450,1
STN,KGS, <1 ,1674,4
SVD,JFK, <1 ,2041,5
SVX,DWC, <1 ,2214,5
TFN,PMI, <1 ,1329,3
TNA,YBP, <1 ,921,2
UBN,FRA, <1 ,4138,9
YBP,TNA, <1 ,921,2
YHZ,YSJ, <1 ,120,1
YSJ,YHU, <1 ,367,1
YVQ,YZF, <1 ,424,1
AGU,MDW, <1 ,1623,4
AKN,UGS, <1 ,83,1
AMS,PDX, <1 ,5004,11
BON,MIA, <1 ,1223,3
CAG,BRI, <1 ,429,1
CPH,DEL, <1 ,3635,8
CXR,SVO, <1 ,4834,11
DEL,CPH, <1 ,3635,8
FMM,OPO, <1 ,1039,2
GDN,MAN, <1 ,848,2
HAN,RGN, <1 ,698,2
HSV,MCO, <1 ,535,1
INI,VIE, <1 ,417,1
IXE,DMM, <1 ,1875,4
JFK,TAS, <1 ,6337,14
JJN,YTY, <1 ,539,1
JTR,MXP, <1 ,1079,2
LHR,MSY, <1 ,4630,10
LHW,NGB, <1 ,1130,3
MAN,GDN, <1 ,848,2
MCO,HSV, <1 ,535,1
MDW,AGU, <1 ,1623,4
MIA,BON, <1 ,1223,3
MSY,LHR, <1 ,4630,10
MUB,BBK, <1 ,189,1
MXP,JTR, <1 ,1079,2
NGB,LHW, <1 ,1130,3
OPO,FMM, <1 ,1039,2
PDX,AMS, <1 ,5004,11
PIP,AKN, <1 ,84,1
RAR,SYD, <1 ,3102,7
RGN,HAN, <1 ,698,2
RVK,OSY, <1 ,32,1
SHJ,UFA, <1 ,2017,4
SJW,SWA, <1 ,1020,2
SSH,SVX, <1 ,2371,5
SWA,SJW, <1 ,1020,2
SYD,RAR, <1 ,3102,7
TAS,JFK, <1 ,6337,14
TBS,JED, <1 ,1419,3
UGS,PIP, <1 ,11,1
VIE,INI, <1 ,417,1
VVI,SCL, <1 ,1183,3
WUS,XMN, <1 ,223,1
XMN,WUS, <1 ,223,1
YHU,YSJ, <1 ,367,1
YSJ,YHZ, <1 ,120,1
YTY,JJN, <1 ,539,1
ALC,RIX, <1 ,1705,4
ATH,JSY, <1 ,66,1
BHX,NBE, <1 ,1278,3
BNX,MLH, <1 ,502,1
BRI,CAG, <1 ,429,1
BTS,DUB, <1 ,1085,2
BVA,TNG, <1 ,1031,2
CIH,HET, <1 ,330,1
CKG,XAI, <1 ,482,1
DAR,BOM, <1 ,2906,6
DMM,IXE, <1 ,1875,4
DUB,BTS, <1 ,1085,2
FCO,TFU, <1 ,4975,11
FIH,IST, <1 ,3251,7
GDL,REX, <1 ,497,1
HAV,LIM, <1 ,2433,5
HET,CIH, <1 ,330,1
HKG,RUH, <1 ,4221,9
HRG,BRS, <1 ,2528,6
HUZ,SHA, <1 ,697,2
JED,VIE, <1 ,2211,5
JJN,WUX, <1 ,474,1
JSY,ATH, <1 ,66,1
KGS,BRS, <1 ,1773,4
LBD,LED, <1 ,2164,5
LIM,HAV, <1 ,2433,5
MAN,VLC, <1 ,961,2
MEC,PTY, <1 ,694,2
MEL,TPE, <1 ,4580,10
MLH,BNX, <1 ,502,1
MSY,YYZ, <1 ,1110,2
MXP,STR, <1 ,212,1
NBE,BHX, <1 ,1278,3
NKG,HLD, <1 ,1207,3
PER,CVQ, <1 ,505,1
PTY,MEC, <1 ,694,2
PVG,XAI, <1 ,464,1
REX,GDL, <1 ,497,1
RIX,ALC, <1 ,1705,4
RUH,HKG, <1 ,4221,9
SDQ,HAV, <1 ,882,2
SQD,TSN, <1 ,741,2
STR,MXP, <1 ,212,1
TFU,FCO, <1 ,4975,11
TNG,BVA, <1 ,1031,2
TSN,SQD, <1 ,741,2
UFA,SHJ, <1 ,2017,4
UUA,VKO, <1 ,619,1
VIE,JED, <1 ,2211,5
VKO,UUA, <1 ,619,1
VLC,MAN, <1 ,961,2
WUX,JJN, <1 ,474,1
XAI,CKG, <1 ,482,1
XAI,PVG, <1 ,464,1
YKS,KHV, <1 ,961,2
YLH,YQT, <1 ,272,1
YVZ,YHP, <1 ,41,1
YYZ,MSY, <1 ,1110,2
ABZ,HUY, <1 ,261,1
AGA,EDI, <1 ,1791,4
ALC,SEN, <1 ,920,2
AYT,CDG, <1 ,1644,4
BJR,DSE, <1 ,162,1
BOM,DAR, <1 ,2906,6
CDG,AYT, <1 ,1644,4
CRD,EZE, <1 ,890,2
CSX,PNH, <1 ,1267,3
CTA,STN, <1 ,1230,3
CTA,WAW, <1 ,1055,2
CZL,ORN, <1 ,408,1
DSE,BJR, <1 ,162,1
EDI,AGA, <1 ,1791,4
FMM,SKG, <1 ,814,2
GAY,BKK, <1 ,1280,3
HAV,IAH, <1 ,934,2
HRB,DSN, <1 ,914,2
HUY,ABZ, <1 ,261,1
IAH,HAV, <1 ,934,2
JNB,LLW, <1 ,922,2
KUL,PLM, <1 ,440,1
LEX,SFB, <1 ,667,1
LLW,JNB, <1 ,922,2
MAM,MEX, <1 ,447,1
MEX,MAM, <1 ,447,1
MIR,DUS, <1 ,1090,2
NQZ,HKT, <1 ,3331,7
PNH,CSX, <1 ,1267,3
PVK,AMS, <1 ,1201,3
SCN,PMI, <1 ,701,2
SEN,ALC, <1 ,920,2
SFB,LEX, <1 ,667,1
SKG,FMM, <1 ,814,2
STN,CTA, <1 ,1230,3
SVX,TBS, <1 ,1258,3
TPE,MEL, <1 ,4580,10
WAW,CTA, <1 ,1055,2
AAT,PEK, <1 ,1509,3
ALA,PPK, <1 ,865,2
ARN,CRL, <1 ,829,2
ATH,JKL, <1 ,179,1
AZA,GRR, <1 ,1561,3
AZA,IDA, <1 ,704,2
AZA,SGF, <1 ,1066,2
BBI,JRG, <1 ,162,1
BCN,VLC, <1 ,184,1
BDD,KUG, <1 ,11,1
BKK,GAY, <1 ,1280,3
BRS,HRG, <1 ,2528,6
BRS,KGS, <1 ,1773,4
BTS,SKP, <1 ,479,1
BZX,NGB, <1 ,890,2
CMB,TRV, <1 ,222,1
CRK,DOH, <1 ,4486,10
CRL,ARN, <1 ,829,2
CVM,NLU, <1 ,297,1
DLA,NDJ, <1 ,667,1
DOH,CRK, <1 ,4486,10
DSN,HRB, <1 ,914,2
DTW,SMF, <1 ,2013,4
DUS,MIR, <1 ,1090,2
ELH,GHB, <1 ,26,1
FCO,LPA, <1 ,1825,4
FCO,ZAG, <1 ,333,1
GRR,AZA, <1 ,1561,3
HAK,YTY, <1 ,1041,2
HID,BDD, <1 ,34,1
HNL,AKL, <1 ,4389,10
HYA,JFK, <1 ,196,1
IDA,AZA, <1 ,704,2
IST,KZR, <1 ,165,1
JKL,ATH, <1 ,179,1
JRG,BBI, <1 ,162,1
KUL,WUH, <1 ,2094,5
KWE,TEN, <1 ,158,1
KWL,TAO, <1 ,977,2
LED,NJC, <1 ,1552,3
LPA,FCO, <1 ,1825,4
LYI,NGB, <1 ,401,1
MAN,PVG, <1 ,5720,13
NAS,ORD, <1 ,1311,3
NBO,GGR, <1 ,1046,2
NGB,BZX, <1 ,890,2
NGB,LYI, <1 ,401,1
NJC,LED, <1 ,1552,3
NLU,CVM, <1 ,297,1
OKC,SAT, <1 ,407,1
ORD,NAS, <1 ,1311,3
PEK,AAT, <1 ,1509,3
PGD,PIA, <1 ,1044,2
PIA,PGD, <1 ,1044,2
PKC,KRV, <1 ,195,1
PLM,KUL, <1 ,440,1
PMI,SCN, <1 ,701,2
PNS,STL, <1 ,598,1
PPK,ALA, <1 ,865,2
PVG,MAN, <1 ,5720,13
PZO,PMV, <1 ,198,1
SAT,OKC, <1 ,407,1
SFO,SJO, <1 ,3039,7
SGF,AZA, <1 ,1066,2
SJO,SFO, <1 ,3039,7
SKP,BTS, <1 ,479,1
SMF,DTW, <1 ,2013,4
STL,PNS, <1 ,598,1
TAO,KWL, <1 ,977,2
TAP,TIJ, <1 ,1972,4
TAS,HKT, <1 ,2892,6
TBS,SVX, <1 ,1258,3
TEN,KWE, <1 ,158,1
TRV,CMB, <1 ,222,1
VLC,BCN, <1 ,184,1
WNZ,ACX, <1 ,1003,2
YTY,HAK, <1 ,1041,2
ZAG,FCO, <1 ,333,1
ZSJ,YXL, <1 ,213,1
AKL,HNL, <1 ,4389,10
ALG,MPL, <1 ,477,1
AMD,IXG, <1 ,513,1
AUH,DUS, <1 ,3126,7
BEY,CPH, <1 ,1861,4
BHX,OPO, <1 ,840,2
CAG,PMO, <1 ,231,1
CPH,BEY, <1 ,1861,4
DJE,BRU, <1 ,1218,3
DUS,AUH, <1 ,3126,7
DUS,GWT, <1 ,260,1
DXB,AER, <1 ,1527,3
EBA,PSA, <1 ,64,1
FKI,FIH, <1 ,751,2
FOC,JNG, <1 ,674,1
FUE,LPL, <1 ,1807,4
GWT,DUS, <1 ,260,1
GYS,SZX, <1 ,835,2
HAV,CCS, <1 ,1328,3
HEL,MHQ, <1 ,175,1
HKT,TAS, <1 ,2892,6
HPN,MYR, <1 ,585,1
IXG,AMD, <1 ,513,1
JAI,MCT, <1 ,1119,2
JBK,YIN, <1 ,415,1
JED,TBS, <1 ,1419,3
JFK,HYA, <1 ,196,1
JIK,LXS, <1 ,165,1
JNG,FOC, <1 ,674,1
KMG,CMB, <1 ,1960,4
KRV,PKC, <1 ,195,1
KZR,IST, <1 ,165,1
LIH,SAN, <1 ,2677,6
LPL,FUE, <1 ,1807,4
LXS,JIK, <1 ,165,1
LXS,SKG, <1 ,127,1
MCT,JAI, <1 ,1119,2
MHQ,HEL, <1 ,175,1
MPL,ALG, <1 ,477,1
MYR,HPN, <1 ,585,1
NCE,EWR, <1 ,4007,9
OPO,BHX, <1 ,840,2
OSS,SVO, <1 ,1918,4
PMO,CAG, <1 ,231,1
PSA,EBA, <1 ,64,1
PUS,YNJ, <1 ,516,1
SAN,LIH, <1 ,2677,6
SHA,HUZ, <1 ,697,2
SJD,YYZ, <1 ,2220,5
SKG,LXS, <1 ,127,1
SVO,OSS, <1 ,1918,4
SVQ,TSF, <1 ,1089,2
SXR,BLR, <1 ,1442,3
SZX,GYS, <1 ,835,2
TIJ,TAP, <1 ,1972,4
TSF,SVQ, <1 ,1089,2
VVC,MSK, <1 ,147,1
WUH,KUL, <1 ,2094,5
YIN,JBK, <1 ,415,1
YNJ,PUS, <1 ,516,1
YOW,PUJ, <1 ,1891,4
YYZ,SJD, <1 ,2220,5
ABV,IST, <1 ,2580,6
ACX,WNZ, <1 ,1003,2
AMM,MJI, <1 ,1330,3
AOG,PVG, <1 ,695,2
AOK,RHO, <1 ,86,1
AYT,PEE, <1 ,1860,4
BEG,JFK, <1 ,4511,10
BGO,BOO, <1 ,557,1
BLQ,DUS, <1 ,512,1
BNE,SGN, <1 ,4073,9
BRI,WAW, <1 ,787,2
BZO,DUS, <1 ,393,1
CCU,DED, <1 ,833,2
CGQ,DSN, <1 ,854,2
DED,CCU, <1 ,833,2
DSM,PGD, <1 ,1206,3
DSN,CGQ, <1 ,854,2
DUS,BLQ, <1 ,512,1
DUS,BZO, <1 ,393,1
DUS,RMO, <1 ,1046,2
EWR,NCE, <1 ,4007,9
HKT,MEL, <1 ,4350,10
HMB,RUH, <1 ,937,2
IAS,TSF, <1 ,747,2
IST,ABV, <1 ,2580,6
IST,HAV, <1 ,6198,14
JED,NMA, <1 ,2313,5
JFK,BEG, <1 ,4511,10
JSH,KSJ, <1 ,48,1
KIR,STN, <1 ,416,1
KSJ,AOK, <1 ,13,1
LIS,LPA, <1 ,830,2
LPA,LIS, <1 ,830,2
LYA,URC, <1 ,1475,3
MAD,TIA, <1 ,1216,3
MCT,UKH, <1 ,314,1
MEL,HKT, <1 ,4350,10
MIG,SYX, <1 ,950,2
MMX,SKP, <1 ,1009,2
NLA,FBM, <1 ,111,1
PGD,DSM, <1 ,1206,3
PVG,AOG, <1 ,695,2
PVR,YUL, <1 ,2472,5
RMO,DUS, <1 ,1046,2
SGN,BNE, <1 ,4073,9
SKP,MMX, <1 ,1009,2
STN,KIR, <1 ,416,1
SVO,VRA, <1 ,5918,13
SYX,MIG, <1 ,950,2
TIA,MAD, <1 ,1216,3
TIJ,SLP, <1 ,1212,3
TSF,IAS, <1 ,747,2
UKH,MCT, <1 ,314,1
WAW,BRI, <1 ,787,2
YUL,PVR, <1 ,2472,5
ALC,PRG, <1 ,1095,2
AMM,JFK, <1 ,5739,13
AOK,KSJ, <1 ,13,1
ARN,FAO, <1 ,1942,4
ATH,SKU, <1 ,77,1
ATL,ELH, <1 ,730,2
AYT,GRZ, <1 ,1050,2
BHO,REW, <1 ,265,1
CMB,KMG, <1 ,1960,4
DLC,TNH, <1 ,302,1
DSN,TAO, <1 ,616,1
DXB,RIX, <1 ,2684,6
ELH,ATL, <1 ,730,2
EVN,OVB, <1 ,2026,5
FAO,ARN, <1 ,1942,4
FUE,NCL, <1 ,1934,4
GDN,HAU, <1 ,607,1
GRZ,AYT, <1 ,1050,2
HAU,GDN, <1 ,607,1
HLD,JGD, <1 ,208,1
HTN,YIN, <1 ,274,1
JFK,AMM, <1 ,5739,13
JGD,HLD, <1 ,208,1
JIC,PKX, <1 ,759,2
KSJ,JSH, <1 ,48,1
LAX,ZIH, <1 ,1537,3
LED,NOZ, <1 ,2128,5
MAH,MRS, <1 ,252,1
MIA,AVL, <1 ,678,2
MNU,RGN, <1 ,106,1
MRS,MAH, <1 ,252,1
NCL,FUE, <1 ,1934,4
NOZ,LED, <1 ,2128,5
OVB,EVN, <1 ,2026,5
PGD,RFD, <1 ,1127,3
PRG,ALC, <1 ,1095,2
PUJ,YOW, <1 ,1891,4
RFD,PGD, <1 ,1127,3
RGN,MNU, <1 ,106,1
RHO,AOK, <1 ,86,1
SKU,ATH, <1 ,77,1
SLP,TIJ, <1 ,1212,3
SLU,ANU, <1 ,221,1
STN,TRF, <1 ,639,1
TAO,DSN, <1 ,616,1
TNH,DLC, <1 ,302,1
TQO,YUL, <1 ,1915,4
TRF,STN, <1 ,639,1
URC,LYA, <1 ,1475,3
VRA,SVO, <1 ,5918,13
YIN,HTN, <1 ,274,1
ZIH,LAX, <1 ,1537,3
AER,DXB, <1 ,1527,3
AVL,MIA, <1 ,678,2
BEG,BVA, <1 ,913,2
BGY,BHX, <1 ,699,2
BHX,BGY, <1 ,699,2
BJV,STN, <1 ,1672,4
BKK,CSX, <1 ,1280,3
BNA,YYC, <1 ,1701,4
BSZ,LED, <1 ,2280.064422,5
BVA,BEG, <1 ,913,2
CGO,LFQ, <1 ,167,1
CIF,TNA, <1 ,390,1
CSX,BKK, <1 ,1280,3
EZE,CRD, <1 ,890,2
FAT,MLM, <1 ,1623,4
FEZ,LYS, <1 ,972,2
JJN,MFM, <1 ,364,1
KGS,SKG, <1 ,340,1
KZN,KGD, <1 ,1133,3
LED,BSZ, <1 ,2280.252344,5
LFQ,CGO, <1 ,167,1
LYS,FEZ, <1 ,972,2
MAH,BRS, <1 ,863,2
MAN,RIX, <1 ,1062,2
MDL,HOX, <1 ,215,1
MFM,JJN, <1 ,364,1
MHQ,TKU, <1 ,86,1
MLM,FAT, <1 ,1623,4
OLB,VCE, <1 ,348,1
PKX,JIC, <1 ,759,2
REW,BHO, <1 ,265,1
RIX,DXB, <1 ,2684,6
RIX,MAN, <1 ,1062,2
SKG,KGS, <1 ,340,1
STN,BJV, <1 ,1672,4
TKU,MHQ, <1 ,86,1
TNA,CIF, <1 ,390,1
VCE,OLB, <1 ,348,1
WAW,GYD, <1 ,1594,4
XAU,CAY, <1 ,101,1
YUL,YWK, <1 ,602,1
YWK,YUL, <1 ,602,1
YYC,BNA, <1 ,1701,4
ACE,MUC, <1 ,1901,4
AKA,PVG, <1 ,757,2
ASJ,KIX, <1 ,528,1
ATL,FAT, <1 ,1997,4
AYT,BGW, <1 ,815,2
BGW,AYT, <1 ,815,2
BGY,TLS, <1 ,434,1
BRS,MAH, <1 ,863,2
BTS,HRG, <1 ,1701,4
BUS,SAW, <1 ,641,1
CFU,AMS, <1 ,1136,3
CHQ,FRA, <1 ,1271,3
CTA,PSR, <1 ,346,1
DMK,KTI, <1 ,340,1
EOH,BAQ, <1 ,326,1
ESU,ORY, <1 ,1352,3
FAT,ATL, <1 ,1997,4
FSC,LYS, <1 ,354,1
GYD,WAW, <1 ,1594,4
HIR,POM, <1 ,876,2
IKT,PEK, <1 ,1023,2
KGD,KZN, <1 ,1133,3
KIX,ASJ, <1 ,528,1
KTI,DMK, <1 ,340,1
LAX,OAX, <1 ,1781,4
LGW,PEK, <1 ,5089,11
LIL,ORN, <1 ,1048,2
LYS,FSC, <1 ,354,1
NAP,RAK, <1 ,1396,3
OAX,LAX, <1 ,1781,4
ORY,ESU, <1 ,1352,3
PEK,IKT, <1 ,1023,2
