srcIata,dstIata, flights ,stage, duration 
SXR,IXJ,5,90,1
AMS,NCL,5,325,1
NCL,AMS,5,325,1
IAD,DFW,5,1172,3
KNO,BTH,5,402,1
SHA,FOC,5,377,1
CJA,LIM,5,349,1
CKG,SHE,5,1250,3
FOC,SHA,5,377,1
LIM,CJA,5,349,1
SUB,LOP,5,257,1
AMS,VLC,5,920,2
ITM,OKA,5,752,2
OKA,ITM,5,752,2
OSL,HOV,5,216,1
VLC,AMS,5,920,2
DFW,IAD,5,1172,3
HOV,OSL,5,216,1
SHE,CKG,5,1250,3
BWI,MDW,5,611,1
LOP,SUB,5,257,1
CAI,DOH,5,1281,3
CDG,PRG,5,532,1
DOH,CAI,5,1281,3
PRG,CDG,5,532,1
ATH,AXD,5,228,1
AXD,ATH,5,228,1
IAD,SEA,5,2306,5
IST,MJI,5,1029,2
IXJ,SXR,5,90,1
JAX,JFK,5,829,2
JFK,JAX,5,829,2
SEA,IAD,5,2306,5
SLC,JFK,5,1989,4
HKG,SYD,5,4580,10
SYD,HKG,5,4580,10
BGO,CPH,5,423,1
AUH,RUH,5,501,1
RUH,AUH,5,501,1
XIY,NGB,5,809,2
MCI,LAS,5,1139,3
NGB,XIY,5,809,2
EWR,AUS,5,1504,3
JFK,SLC,5,1989,4
OAJ,CLT,5,190,1
AUS,EWR,5,1504,3
CLT,OAJ,5,190,1
CEB,ICN,5,1875,4
ICN,CEB,5,1875,4
OLB,FCO,5,154,1
FCO,OLB,5,154,1
SHJ,DAC,5,2192,5
AGS,CLT,5,140,1
CLT,AGS,5,140,1
HOU,MCO,5,848,2
BER,CPH,5,227,1
CPH,BER,5,227,1
MCO,HOU,5,848,2
CLT,PBI,5,590,1
HYD,AMD,5,551,1
PBI,CLT,5,590,1
AER,IST,5,593,1
IND,CLT,5,428,1
CLT,IND,5,428,1
CWB,POA,5,331,1
DUB,FAO,5,1137,3
POA,CWB,5,331,1
CLT,PIT,5,366,1
CLT,RSW,5,600,1
FAO,DUB,5,1137,3
IST,AER,5,593,1
MMK,LED,5,627,1
NBO,DAR,5,413,1
RSW,CLT,5,600,1
CLT,CVG,5,335,1
DXB,MNL,5,4297,10
MNL,DXB,5,4297,10
ELQ,JED,5,432,1
EZE,PTY,5,3312,7
JED,ELQ,5,432,1
LAS,MCI,5,1139,3
LED,MMK,5,627,1
PIT,CLT,5,366,1
PKX,XNN,5,809,2
PTY,EZE,5,3312,7
SCL,BOG,5,2629,6
SPR,CUK,5,13,1
XNN,PKX,5,809,2
YVR,YXT,5,432,1
ABX,SYD,5,280,1
BOG,SCL,5,2629,6
CVG,CLT,5,335,1
SHA,JJN,5,471,1
SYD,ABX,5,280,1
YXT,YVR,5,432,1
BNE,GLT,5,271,1
GLT,BNE,5,271,1
JJN,SHA,5,471,1
BNA,EWR,5,748,2
IAH,IAD,5,1190,3
FOC,KWE,5,799,2
IAD,IAH,5,1190,3
TTE,UPG,5,673,1
CUK,TZA,5,19,1
EWR,BNA,5,748,2
CAI,SHJ,5,1511,3
ICN,LAX,5,5995,13
LAX,ICN,5,5995,13
PEK,KHN,5,773,2
SHJ,CAI,5,1511,3
DCA,MSY,5,969,2
MSY,DCA,5,969,2
BEG,ZRH,5,593,1
DUB,FRA,5,677,2
FLL,NAS,5,182,1
NAS,FLL,5,182,1
ZRH,BEG,5,593,1
AUH,CCJ,5,1671,4
BPS,CNF,5,389,1
BUF,MCO,5,1011,2
CNF,BPS,5,389,1
FRA,DUB,5,677,2
JED,MCT,5,1227,3
MDW,BWI,5,611,1
CCJ,AUH,5,1671,4
KWE,FOC,5,799,2
MCO,BUF,5,1011,2
CPH,BGO,5,423,1
ALC,BCN,5,251,1
BKI,SDK,5,138,1
NKG,HAK,5,966,2
SDK,BKI,5,138,1
ATL,HPN,5,780,2
HPN,ATL,5,780,2
NNG,HAK,5,236,1
PMI,STR,5,708,2
GYE,BOG,5,616,1
SHA,YNT,5,446,1
BCN,ALC,5,251,1
KHN,PEK,5,773,2
LHR,MIA,5,4425,10
BFS,EDI,5,145,1
BOG,GYE,5,616,1
CPH,GDN,5,247,1
EDI,BFS,5,145,1
GDN,CPH,5,247,1
GYD,TBS,5,279,1
GYE,PTY,5,772,2
HAK,NNG,5,236,1
MIA,LHR,5,4425,10
PTY,GYE,5,772,2
TBS,GYD,5,279,1
CLT,LEX,5,282,1
LIS,BRU,5,1068,2
CNS,TSV,5,176,1
HET,CGO,5,451,1
STR,PMI,5,708,2
CGO,HET,5,451,1
CLE,MCO,5,895,2
HGH,URC,5,2032,5
IXB,BLR,5,1155,3
LEX,CLT,5,282,1
MEX,SFO,5,1881,4
OTP,IST,5,265,1
SFO,MEX,5,1881,4
URC,HGH,5,2032,5
HAK,NKG,5,966,2
JAI,DEL,5,144,1
TSN,XMN,5,1011,2
DEL,JAI,5,144,1
MCO,CLE,5,895,2
WNZ,CGO,5,616,1
XMN,TSN,5,1011,2
YNT,SHA,5,446,1
CGO,WNZ,5,616,1
IST,OTP,5,265,1
LIS,DUB,5,1021,2
TSV,CNS,5,176,1
CEB,MPH,5,177,1
DUB,LIS,5,1021,2
LHR,NCL,5,252,1
MPH,CEB,5,177,1
NCL,LHR,5,252,1
AUH,BLR,5,1692,4
BLR,AUH,5,1692,4
KTN,KLW,5,58,1
BRU,LIS,5,1068,2
NRT,KHH,5,1509,3
UFA,LED,5,1019,2
KHH,NRT,5,1509,3
NBO,EDL,5,171,1
ARN,CDG,5,959,2
BOS,SJU,5,1674,4
CDG,ARN,5,959,2
LED,UFA,5,1019,2
MDW,BNA,5,395,1
SJU,BOS,5,1674,4
HAS,RUH,5,355,1
RUH,HAS,5,355,1
SVO,VOG,5,582,1
VOG,SVO,5,582,1
BFS,MAN,5,184,1
BNA,BWI,5,587,1
BOM,CJB,5,621,1
CJB,BOM,5,621,1
JAN,DFW,5,408,1
LYS,CDG,5,256,1
PER,KUL,5,2562,6
DFW,JAN,5,408,1
MAN,BFS,5,184,1
PVG,WNZ,5,230,1
TFS,LGW,5,1808,4
CDG,LYS,5,256,1
CMH,EWR,5,462,1
KUL,PER,5,2562,6
PNQ,AMD,5,320,1
LGW,TFS,5,1808,4
LIN,ORY,5,397,1
ORY,LIN,5,397,1
PVG,XMN,5,512,1
WNZ,PVG,5,230,1
EWR,CMH,5,462,1
PHX,OKC,5,833,2
PRN,BSL,5,745,2
WAW,WRO,5,190,1
BNA,MDW,5,395,1
WRO,WAW,5,190,1
AMS,BLL,5,297,1
BFS,STN,5,329,1
BLL,AMS,5,297,1
BOM,SIN,5,2436,5
MIA,AUS,5,1104,2
STN,BFS,5,329,1
CCU,AMD,5,1009,2
CGQ,WUH,5,1106,2
OKC,PHX,5,833,2
WUH,CGQ,5,1106,2
CHS,DCA,5,444,1
DCA,CHS,5,444,1
LGW,MAD,5,755,2
MAD,LGW,5,755,2
MSP,BNA,5,695,2
AUS,MIA,5,1104,2
SIN,BOM,5,2436,5
BNA,MSP,5,695,2
BTU,KUL,5,783,2
KUL,BTU,5,783,2
JED,MED,5,201,1
RTB,TGU,5,162,1
BOM,MCT,5,988,2
LAX,OGG,5,2486,6
MCT,BOM,5,988,2
OGG,LAX,5,2486,6
FNT,ORD,5,223,1
ORD,FNT,5,223,1
HKG,PKX,5,1194,3
PUS,DAD,5,1839,4
TLV,CDG,5,2043,5
PKX,HKG,5,1194,3
BWI,BNA,5,587,1
AMD,CCU,5,1009,2
CCU,IXZ,5,808,2
DAD,PUS,5,1839,4
DEN,YVR,5,1114,2
GOJ,SVO,5,247,1
IXZ,CCU,5,808,2
SVO,GOJ,5,247,1
ATH,MXP,5,946,2
CUN,LAX,5,2119,5
FAI,FYU,5,144,1
FYU,FAI,5,144,1
LAX,CUN,5,2119,5
MXP,ATH,5,946,2
UDR,BOM,5,386,1
YVR,DEN,5,1114,2
BNA,IAH,5,657,1
IAH,BNA,5,657,1
MJI,IST,5,1029,2
AEP,NQN,5,619,1
BDL,DCA,5,313,1
BOM,UDR,5,386,1
DCA,BDL,5,313,1
BCN,BER,5,935,2
BER,BCN,5,935,2
TUC,AEP,5,668,1
ZNZ,NBO,5,372,1
BSL,PRN,5,745,2
IST,WAW,5,838,2
MAA,TCR,5,328,1
TCR,MAA,5,328,1
WAW,IST,5,838,2
AJU,GRU,5,1058,2
GRU,AJU,5,1058,2
SVO,ARH,5,604,1
ARH,SVO,5,604,1
DCA,MCI,5,950,2
IAH,PHL,5,1324,3
PHL,IAH,5,1324,3
MCI,DCA,5,950,2
BNE,SIN,5,3816,8
CDG,TLV,5,2043,5
MLE,DRV,5,71,1
SIN,BNE,5,3816,8
XNN,YUS,5,382,1
YUS,XNN,5,382,1
AYT,FRA,5,1429,3
FRA,AYT,5,1429,3
STL,DTW,5,440,1
ATL,MOB,5,302,1
DTW,STL,5,440,1
MOB,ATL,5,302,1
XNN,XIY,5,405,1
AMD,PNQ,5,320,1
LGW,AYT,5,1810,4
AYT,LGW,5,1810,4
MCT,JED,5,1227,3
OVB,SVO,5,1746,4
HND,MMB,5,621,1
MMB,HND,5,621,1
PTY,SCL,5,2974,7
SCL,PTY,5,2974,7
BWI,PVD,5,328,1
PVD,BWI,5,328,1
TSA,TTT,5,158,1
TTT,TSA,5,158,1
KIS,WIL,5,167,1
CLE,CLT,5,430,1
CLT,CLE,5,430,1
KOJ,NGO,5,411,1
NGO,KOJ,5,411,1
TJQ,CGK,5,242,1
DJJ,WMX,5,150,1
KMG,ZUH,5,695,2
ZUH,KMG,5,695,2
ALC,AMS,5,1002,2
AMS,ALC,5,1002,2
CGK,TJQ,5,242,1
WMX,DJJ,5,150,1
MSP,FAR,5,223,1
SVO,OVB,5,1746,4
DXB,KTM,5,1862,4
FAR,MSP,5,223,1
MAD,VLC,5,177,1
AMS,JFK,5,3644,8
DAL,BWI,5,1209,3
GRU,JPA,5,1357,3
JPA,GRU,5,1357,3
VLC,MAD,5,177,1
BTJ,CGK,5,1115,2
CGK,BTJ,5,1115,2
JFK,AMS,5,3644,8
RUH,ISB,5,1680,4
XIY,XNN,5,405,1
TYN,PVG,5,693,2
FUK,TSJ,5,80,1
MCO,SEA,5,2553,6
TSJ,FUK,5,80,1
AUH,DEL,5,1417,3
BWI,DAL,5,1209,3
DEL,AUH,5,1417,3
ISB,RUH,5,1680,4
KTM,DXB,5,1862,4
MUC,VIE,5,221,1
SEA,MCO,5,2553,6
VIE,MUC,5,221,1
CVG,EWR,5,569,1
DEN,CLE,5,1201,3
EWR,CVG,5,569,1
MDW,HOU,5,937,2
DEN,FSD,5,483,1
DMK,PHS,5,199,1
LHW,CSX,5,801,2
PHS,DMK,5,199,1
PKX,KIX,5,1097,2
WIL,KIS,5,167,1
WLG,HLZ,5,241,1
CDG,EDI,5,540,1
CSX,LHW,5,801,2
EDI,CDG,5,540,1
FSD,DEN,5,483,1
HLZ,WLG,5,241,1
KIX,PKX,5,1097,2
BHO,DEL,5,364,1
CLE,DEN,5,1201,3
CLT,SDF,5,336,1
DEL,BHO,5,364,1
MID,NLU,5,626,1
BEG,VIE,5,289,1
MCX,VKO,5,985,2
VIE,BEG,5,289,1
VKO,MCX,5,985,2
ILM,LGA,5,501,1
LGA,ILM,5,501,1
SJC,SLC,5,585,1
XMN,TAO,5,824,2
BAH,JED,5,791,2
BJX,TIJ,5,1242,3
LHW,DNH,5,548,1
NLU,MID,5,626,1
SDF,CLT,5,336,1
SLC,SJC,5,585,1
SZX,SIN,5,1605,4
TIJ,BJX,5,1242,3
DNH,LHW,5,548,1
JED,BAH,5,791,2
SIN,SZX,5,1605,4
ATL,OKC,5,761,2
TAO,XMN,5,824,2
FOC,WUH,5,471,1
HOU,MDW,5,937,2
HRE,LUN,5,250,1
OKC,ATL,5,761,2
WUH,FOC,5,471,1
ACE,MAD,5,977,2
CDG,LAX,5,5670,13
ECN,AYT,5,193,1
MAD,ACE,5,977,2
AMS,LGW,5,228,1
LAX,CDG,5,5670,13
LGW,AMS,5,228,1
MIA,CUN,5,531,1
PVG,TYN,5,693,2
AYT,ECN,5,193,1
BJX,MTY,5,341,1
CUN,MIA,5,531,1
MSP,PDX,5,1426,3
MTY,BJX,5,341,1
PDX,MSP,5,1426,3
PEK,BKK,5,2055,5
AOJ,CTS,5,150,1
BIL,SDY,5,245,1
BKK,PEK,5,2055,5
CTS,AOJ,5,150,1
DOH,DEL,5,1587,4
DXB,MAA,5,1824,4
HND,HSG,5,566,1
HND,IWK,5,439,1
HND,IZO,5,388,1
HND,TTJ,5,315,1
HSG,HND,5,566,1
IWK,HND,5,439,1
IZO,HND,5,388,1
MAA,DXB,5,1824,4
SAT,ORD,5,1041,2
SDY,BIL,5,245,1
SIN,DXB,5,3633,8
TTJ,HND,5,315,1
AVV,SYD,5,470,1
DEL,DOH,5,1587,4
DXB,SIN,5,3633,8
HND,SYD,5,4837,11
LAX,NRT,5,5451,12
NRT,LAX,5,5451,12
ORD,SAT,5,1041,2
SYD,AVV,5,470,1
SYD,HND,5,4837,11
AUH,CMB,5,2050,5
CMB,AUH,5,2050,5
RSW,DTW,5,1085,2
AMS,HEL,5,948,2
DTW,RSW,5,1085,2
EWR,IAD,5,213,1
HEL,AMS,5,948,2
IAD,EWR,5,213,1
MIA,JAX,5,334,1
CGQ,TFU,5,1498,3
DEN,ELP,5,563,1
TFU,CGQ,5,1498,3
ATL,LHR,5,4211,9
KUL,ICN,5,2858,6
LHR,ATL,5,4211,9
CVG,MCO,5,756,2
DAR,MFA,5,78,1
JAX,MIA,5,334,1
MFA,DAR,5,78,1
TGU,RTB,5,162,1
ELP,DEN,5,563,1
HND,JFK,5,6773,15
JFK,HND,5,6773,15
MCO,CVG,5,756,2
AMD,AUH,5,1142,3
AUH,AMD,5,1142,3
ICN,KUL,5,2858,6
MIA,PHX,5,1972,4
PHX,MIA,5,1972,4
BWI,RDU,5,255,1
CDG,HAM,5,454,1
DTW,SFO,5,2079,5
HAM,CDG,5,454,1
PTY,GRU,5,3154,7
TPA,IAH,5,787,2
HAN,NRT,5,2314,5
NRT,HAN,5,2314,5
PPT,RFP,5,135,1
SFO,DTW,5,2079,5
WAW,BRU,5,714,2
AMS,HAM,5,237,1
BIL,DEN,5,455,1
CAN,HET,5,1206,3
DEN,BIL,5,455,1
EWN,CLT,5,221,1
GRU,PTY,5,3154,7
HAM,AMS,5,237,1
HET,CAN,5,1206,3
MRV,LED,5,1203,3
AUH,TRV,5,1835,4
BHX,BHD,5,226,1
CLT,EWN,5,221,1
IAH,TPA,5,787,2
ARN,FRA,5,762,2
BHD,BHX,5,226,1
CSX,TYN,5,659,1
DFW,GRK,5,134,1
FRA,ARN,5,762,2
GRK,DFW,5,134,1
LED,MRV,5,1203,3
TRV,AUH,5,1835,4
AMS,DUS,5,111,1
BCN,VCE,5,592,1
BGW,MED,5,667,1
BKK,DXB,5,3050,7
DUS,AMS,5,111,1
DXB,BKK,5,3050,7
NGB,PEK,5,758,2
PAT,HYD,5,717,2
TYN,CSX,5,659,1
VCE,BCN,5,592,1
CPH,KEF,5,1336,3
OGG,SEA,5,2640,6
PEK,NGB,5,758,2
SEA,OGG,5,2640,6
SYX,TNA,5,1363,3
TNA,SYX,5,1363,3
DUB,LBA,5,191,1
GSP,ORD,5,577,1
INC,PKX,5,546,1
LBA,DUB,5,191,1
MEL,NTL,5,519,1
NTL,MEL,5,519,1
PKX,INC,5,546,1
TNA,SHE,5,471,1
KEF,CPH,5,1336,3
SHE,TNA,5,471,1
XMN,PVG,5,512,1
KMG,TAO,5,1289,3
ORD,GSP,5,577,1
OVB,KJA,5,408,1
RMO,IST,5,392,1
TRC,MEX,5,505,1
AHB,DMM,5,727,2
CLT,MEM,5,512,1
DMM,AHB,5,727,2
IST,LGW,5,1533,3
LGW,IST,5,1533,3
MEM,CLT,5,512,1
MEX,TRC,5,505,1
TAO,KMG,5,1289,3
HET,NKG,5,740,2
NKG,HET,5,740,2
KJA,OVB,5,408,1
BER,IST,5,1050,2
BRU,WAW,5,714,2
FAT,LAS,5,258,1
GRU,MAD,5,5191,12
HYD,PAT,5,717,2
IST,BER,5,1050,2
JAX,ORD,5,865,2
LAS,FAT,5,258,1
LAX,MSY,5,1671,4
LIM,GRU,5,2160,5
BEG,TGD,5,178,1
LGW,RAK,5,1407,3
MAD,GRU,5,5191,12
PTY,GUA,5,844,2
RAK,LGW,5,1407,3
DAD,KUL,5,1015,2
KUL,DAD,5,1015,2
ORD,CHS,5,760,2
ORD,JAX,5,865,2
PDX,BOI,5,344,1
RDU,BWI,5,255,1
SFO,PHL,5,2521,6
SFO,RNO,5,192,1
CHS,ORD,5,760,2
GUA,PTY,5,844,2
IST,NAV,5,351,1
NKG,PEK,5,588,1
RNO,SFO,5,192,1
BOI,PDX,5,344,1
NAV,IST,5,351,1
PEK,NKG,5,588,1
PHL,SFO,5,2521,6
MCO,PHX,5,1848,4
CVG,JFK,5,589,1
DFW,PNS,5,604,1
DMK,TST,5,446,1
JFK,CVG,5,589,1
PNS,DFW,5,604,1
TST,DMK,5,446,1
BJX,MEX,5,190,1
CMH,JFK,5,483,1
JFK,CMH,5,483,1
MEX,BJX,5,190,1
SVG,CPH,5,346,1
SYD,BNK,5,379,1
BNK,SYD,5,379,1
BSB,FOR,5,1047,2
LOP,DPS,5,76,1
VIE,PMI,5,907,2
CPH,AGP,5,1536,3
DRV,MLE,5,71,1
FOR,BSB,5,1047,2
AGP,CPH,5,1536,3
PMI,VIE,5,907,2
SJO,GUA,5,531,1
BCN,GVA,5,396,1
GVA,BCN,5,396,1
ATL,OMA,5,821,2
BBI,BOM,5,849,2
DFW,JAX,5,919,2
DPS,LOP,5,76,1
GUA,SJO,5,531,1
JAX,DFW,5,919,2
JED,HBE,5,865,2
OMA,ATL,5,821,2
UIH,HAN,5,560,1
ATH,CFU,5,246,1
CFU,ATH,5,246,1
HAN,UIH,5,560,1
BOI,LAX,5,674,1
CVG,DFW,5,812,2
DEL,STV,5,576,1
HBE,JED,5,865,2
IST,RMO,5,392,1
LIM,AEP,5,1946,4
TGD,BEG,5,178,1
BOM,BBI,5,849,2
DFW,CVG,5,812,2
LAX,BOI,5,674,1
STV,DEL,5,576,1
BNE,BDB,5,178,1
TAO,KHN,5,573,1
CKG,SWA,5,743,2
HOU,BNA,5,670,1
KHN,TAO,5,573,1
SWA,CKG,5,743,2
ABQ,LAS,5,487,1
BDB,BNE,5,178,1
RDU,DEN,5,1436,3
AMS,SAW,5,1398,3
BOS,YYZ,5,446,1
CPH,SVG,5,346,1
SAW,AMS,5,1398,3
PHX,MCO,5,1848,4
YYZ,BOS,5,446,1
DEN,RDU,5,1436,3
LAS,ABQ,5,487,1
MIA,DTW,5,1145,3
DEL,BDQ,5,493,1
ARN,MMX,5,332,1
BDQ,DEL,5,493,1
BOS,CLE,5,563,1
CDG,MPL,5,381,1
DTW,MIA,5,1145,3
MMX,ARN,5,332,1
MPL,CDG,5,381,1
MSY,LAX,5,1671,4
NNG,CGO,5,889,2
DFW,LFT,5,351,1
LFT,DFW,5,351,1
PNH,CAN,5,987,2
CEB,USU,5,287,1
CLE,BOS,5,563,1
ELP,DAL,5,562,1
EWR,YOW,5,328,1
AMS,OTP,5,1111,2
CGO,NNG,5,889,2
DAL,ELP,5,562,1
OTP,AMS,5,1111,2
SFO,BOI,5,522,1
YOW,EWR,5,328,1
AMS,KRK,5,669,1
KRK,AMS,5,669,1
AYT,LED,5,1582,4
BOI,SFO,5,522,1
HEK,HRB,5,323,1
HRB,HEK,5,323,1
TSN,HRB,5,639,1
CAN,PNH,5,987,2
DEN,IDA,5,458,1
BPS,CGH,5,698,2
CGH,BPS,5,698,2
HRB,TSN,5,639,1
IDA,DEN,5,458,1
BOS,RIC,5,474,1
JFK,CHS,5,636,1
RIC,BOS,5,474,1
RNN,CPH,5,92,1
SCL,EZE,5,709,2
WUH,WNZ,5,447,1
CHS,JFK,5,636,1
CTU,TAO,5,1026,2
GIS,AKL,5,207,1
LED,OVB,5,1930,4
LIS,MUC,5,1234,3
OVB,LED,5,1930,4
SAL,SJO,5,405,1
SJO,SAL,5,405,1
WNZ,WUH,5,447,1
AKL,GIS,5,207,1
CPH,RNN,5,92,1
DTW,JFK,5,508,1
MUC,LIS,5,1234,3
OAK,SLC,5,588,1
SLC,OAK,5,588,1
TAO,CTU,5,1026,2
JFK,DTW,5,508,1
BNA,HOU,5,670,1
CAN,CZX,5,708,2
CUN,YUL,5,1841,4
CZX,CAN,5,708,2
YUL,CUN,5,1841,4
ICN,SZX,5,1268,3
PIT,DEN,5,1290,3
SZX,ICN,5,1268,3
DFW,ABI,5,157,1
HGH,INC,5,976,2
ABI,DFW,5,157,1
CAI,LHR,5,2196,5
DEN,PIT,5,1290,3
DFW,SAF,5,550,1
KOJ,OKE,5,326,1
LHR,CAI,5,2196,5
INC,HGH,5,976,2
USU,CEB,5,287,1
JFK,CLE,5,425,1
MCX,SVO,5,1005,2
SAF,DFW,5,550,1
SVO,MCX,5,1005,2
BGY,TIA,5,582,1
CLE,JFK,5,425,1
FLL,YUL,5,1383,3
TBS,VKO,5,1022,2
TIA,BGY,5,582,1
VKO,TBS,5,1022,2
CMH,DTW,5,155,1
MUC,MXP,5,237,1
MXP,MUC,5,237,1
DPO,MEL,5,257,1
DTW,CMH,5,155,1
HAK,SWA,5,461,1
KMG,VTE,5,490,1
MEL,DPO,5,257,1
VTE,KMG,5,490,1
CSX,HRB,5,1397,3
SWA,HAK,5,461,1
GRU,EZE,5,1069,2
OAK,LGB,5,353,1
YUL,FLL,5,1383,3
AEP,CRD,5,909,2
LGB,OAK,5,353,1
KIX,MNL,5,1634,4
SYX,KWE,5,591,1
BUD,WAW,5,335,1
KWE,SYX,5,591,1
WAW,BUD,5,335,1
ALC,BRU,5,906,2
AUK,SXP,5,13,1
BDL,BWI,5,283,1
BOM,HSR,5,255,1
MNL,KIX,5,1634,4
SXP,EMK,5,20,1
TSN,URC,5,1575,4
URC,TSN,5,1575,4
BWI,BDL,5,283,1
CLT,BDL,5,643,1
DLC,ICN,5,286,1
GOX,BLR,5,310,1
HSR,BOM,5,255,1
ICN,DLC,5,286,1
MIA,YYZ,5,1234,3
YYZ,MIA,5,1234,3
BDL,CLT,5,643,1
HAJ,MUC,5,299,1
HEL,OSL,5,477,1
MUC,HAJ,5,299,1
OTP,CDG,5,1154,3
YYC,YOW,5,1794,4
BRU,ALC,5,906,2
CMB,KUL,5,1534,3
JFK,ROC,5,264,1
KUL,CMB,5,1534,3
OSL,HEL,5,477,1
ROC,JFK,5,264,1
SEA,BZN,5,543,1
YOW,YYC,5,1794,4
BLR,VGA,5,308,1
BRI,LIN,5,481,1
CMH,DFW,5,927,2
DFW,CMH,5,927,2
GRU,LIM,5,2160,5
BEG,IST,5,492,1
CLT,LYH,5,175,1
IST,BEG,5,492,1
LHR,PRG,5,651,1
LYH,CLT,5,175,1
PRG,LHR,5,651,1
AEP,TUC,5,668,1
BZN,SEA,5,543,1
HRB,CSX,5,1397,3
KUL,NRT,5,3357,7
LIN,BRI,5,481,1
NRT,KUL,5,3357,7
PDX,GEG,5,278,1
AAE,ALG,5,255,1
BBI,HYD,5,527,1
DJE,ORY,5,1113,2
GEG,PDX,5,278,1
HYD,BBI,5,527,1
MTY,TLC,5,441,1
PHL,CMH,5,405,1
CNF,SDU,5,231,1
CPH,LGW,5,612,1
LGW,CPH,5,612,1
PBI,DCA,5,857,2
ABZ,AMS,5,438,1
AMS,ABZ,5,438,1
BDS,FCO,5,308,1
CMH,PHL,5,405,1
CRD,AEP,5,909,2
DCA,PBI,5,857,2
FCO,BDS,5,308,1
ICN,UBN,5,1218,3
TLC,MTY,5,441,1
UBN,ICN,5,1218,3
VGA,BLR,5,308,1
BNE,EMD,5,405,1
EMD,BNE,5,405,1
EZE,GRU,5,1069,2
MSP,FSD,5,197,1
STL,MDW,5,251,1
CDG,OTP,5,1154,3
CLE,DTW,5,95,1
CMH,DEN,5,1155,3
FSD,MSP,5,197,1
DEN,CMH,5,1155,3
DTW,CLE,5,95,1
FRA,HEL,5,958,2
HEL,FRA,5,958,2
LAS,PHL,5,2176,5
ZAG,FRA,5,457,1
AYT,STR,5,1358,3
DAL,DCA,5,1184,3
DCA,DAL,5,1184,3
GUA,SAL,5,126,1
LJG,PVG,5,1339,3
ORY,DJE,5,1113,2
PVG,LJG,5,1339,3
IDR,BLR,5,667,1
OSL,HAU,5,210,1
ZRH,ATH,5,1020,2
AMS,STR,5,318,1
BLR,IDR,5,667,1
BUD,FRA,5,520,1
DXB,NBO,5,2204,5
FRA,BUD,5,520,1
HAU,OSL,5,210,1
LOS,BNI,5,121,1
MAN,AGP,5,1157,3
STR,AMS,5,318,1
ATH,ZRH,5,1020,2
BIS,MSP,5,386,1
HYD,JAI,5,681,2
MSP,BIS,5,386,1
MZT,MEX,5,530,1
ALC,MAD,5,221,1
BNI,LOS,5,121,1
MAD,ALC,5,221,1
MEX,MZT,5,530,1
MIA,LAS,5,2175,5
PHL,LAS,5,2176,5
SLC,SNA,5,588,1
SMF,DFW,5,1431,3
SNA,SLC,5,588,1
SYX,KMG,5,626,1
AMS,OPO,5,993,2
DFW,SMF,5,1431,3
IAH,GDL,5,820,2
LIN,PMO,5,538,1
MDW,STL,5,251,1
MSP,SLC,5,991,2
OPO,AMS,5,993,2
PMO,LIN,5,538,1
SDU,CNF,5,231,1
GDL,IAH,5,820,2
KCH,SBW,5,119,1
KMG,SYX,5,626,1
SBW,KCH,5,119,1
TFU,FOC,5,976,2
TFU,NGB,5,1019,2
VIE,ATH,5,795,2
ATL,GNV,5,300,1
FOC,TFU,5,976,2
GNV,ATL,5,300,1
NGB,TFU,5,1019,2
AGP,MAN,5,1157,3
ATH,VIE,5,795,2
ENH,WUH,5,294,1
PDX,SAN,5,933,2
PTY,SAL,5,722,2
SAN,PDX,5,933,2
WUH,ENH,5,294,1
AEP,LIM,5,1946,4
BOM,IXE,5,442,1
IXE,BOM,5,442,1
MED,BGW,5,667,1
AYT,HAM,5,1526,3
JAI,HYD,5,681,2
LAX,BWI,5,2329,5
SAL,PTY,5,722,2
ALG,AAE,5,255,1
BLR,GOX,5,310,1
FRA,HAJ,5,174,1
HAJ,FRA,5,174,1
SOF,VIE,5,500,1
VIE,SOF,5,500,1
LGA,CHS,5,641,1
ABV,PHC,5,275,1
BCN,CPH,5,1099,2
CHS,LGA,5,641,1
CPH,BCN,5,1099,2
EZE,SCL,5,709,2
HAM,AYT,5,1526,3
SAN,BOS,5,2588,6
TPA,MDW,5,997,2
BOS,SAN,5,2588,6
LAS,MIA,5,2175,5
PHC,ABV,5,275,1
TYN,WUH,5,488,1
CLT,AUS,5,1033,2
DFW,YYZ,5,1200,3
MDW,TPA,5,997,2
TNA,WUH,5,453,1
WUH,TNA,5,453,1
YYZ,DFW,5,1200,3
STR,AYT,5,1358,3
AUS,CLT,5,1033,2
BCN,MAN,5,857,2
BOS,LAS,5,2381,5
SLC,MSP,5,991,2
ACK,HPN,5,191,1
AMS,GOT,5,476,1
AOR,KUL,5,253,1
DUB,LCY,5,298,1
GOT,AMS,5,476,1
KUL,AOR,5,253,1
LAS,BOS,5,2381,5
LCY,DUB,5,298,1
MAN,BCN,5,857,2
VNO,WAW,5,247,1
DFW,LHR,5,4751,11
WAW,VNO,5,247,1
WUH,TYN,5,488,1
BWI,LAX,5,2329,5
HND,LHR,5,5974,13
LHR,DFW,5,4751,11
LHR,HND,5,5974,13
SLC,BOI,5,291,1
STR,FRA,5,98,1
BHB,BOS,5,196,1
BOI,SLC,5,291,1
BOS,BHB,5,196,1
DUB,MAD,5,904,2
MAD,DUB,5,904,2
SLC,AUS,5,1085,2
ZRH,MXP,5,126,1
AUS,SLC,5,1085,2
FRA,STR,5,98,1
PHL,RIC,5,198,1
